char	Radical	Four Corner Code	Cangjie input code	Cangjie input code (Chinese)	Hanyu Da Zidian	Kang Xi	Remembering the Traditional Hanzi	RTH keyword	Remembering the Simplified Hanzi	RSH keyword	~
䩓			TJPI	廿十心戈	74328.100						
䩔			TJHNE	廿十竹弓水	74328.110						
䩕			TJHVL	廿十竹女中	74328.090						
䩗			TJB	廿十月	74328.060						
䩘			TJMVI	廿十一女戈	74327.140						
䩙			TJYVI	廿十卜女戈	74332.030						
䩚			TJHVI	廿十竹女戈	74331.070						
䩛			TJPH	廿十心竹	74332.060						
䩜			TJLW	廿十中田	74330.110						
䩝			TJHVO	廿十竹女人	74331.040						
䩞			TJYR	廿十卜口	74330.060						
䩟			TJKN	廿十大弓	74334.030						
䩡			TJKOO	廿十大人人	74336.040						
䩢			TJQHL	廿十手竹中	74335.140						
䩣			TJOMD	廿十人一木	74337.060						
䩤			TJBUU	廿十月山山	74336.080						
䩥			TJNKV	廿十弓大女	74334.140						
䩦			OKTLJ	人大廿中十	74337.030						the reins
䩧			TJYMR	廿十卜一口	74338.010						
䩨			TJSMV	廿十尸一女	74338.080						
䩩			TJJNU	廿十十弓山	74341.040						
䩪			TJJRR	廿十十口口	74341.020						
䩫			TJMLB	廿十一中月	74338.170						
䩬			TJQKQ	廿十手大手	74338.060						
䩮			TJVNE	廿十女弓水	74341.060						
䩯			TJNEM	廿十弓水一	74341.100						
䩰			TJRSJ	廿十口尸十	74342.170						
䩱			TJOMN	廿十人一弓	74343.100						
䩲			TJITE	廿十戈廿水	74344.060						
䩳			TJJFE	廿十十火水	74344.130						
䩴			TJJRB	廿十十口月	74342.060						
䩵			TJBJJ	廿十月十十	74344.140						
䩶			TJUMI	廿十山一戈	74345.020 74348.060						
䩷			TJYBS	廿十卜月尸	74348.020						
䩸			TJTSJ	廿十廿尸十	74345.150						
䩹			TJMRB	廿十一口月	74346.060						
䩺			TJCIM	廿十金戈一	74347.130						
䩻			TJSQF	廿十尸手火	74345.120						
䩼			TJYHJ	廿十卜竹十	74349.050						
䩽			TJSRR	廿十尸口口	74348.140						
䩾			TJITF	廿十戈廿火	74349.070						
䩿			TJJTC	廿十十廿金	74349.180						
䪀			TJJRP	廿十十口心	74350.160						
䪁			TJTCO	廿十廿金人	74350.040						
䪂			TJDBB	廿十木月月	74350.020						
䪃			TJYDK	廿十卜木大	74350.120						
䪄			TJTMC	廿十廿一金	74349.200						
䪅			TJWLI	廿十田中戈	74351.130						
䪆			TJTWT	廿十廿田廿	74351.100						
䪇			TJTII	廿十廿戈戈	74352.030						
䪈			TJYLR	廿十卜中口	74352.110						
䪉			TJVVV	廿十女女女	74353.030						
䪊			TJYBP	廿十卜月心	74353.110						
䪋			TJYLC	廿十卜中金	74353.090						
䪌			TJNRI	廿十弓口戈	74353.150						
䪍			TJANW	廿十日弓田	74353.200						
䪎			TJUOB	廿十山人月	74354.010						
䪏			DQOB	木手人月	74503.090						
䪐			DQPH	木手心竹	74505.070						
䪑			DQJP	木手十心	74505.060						
䪒			DQYG	木手卜土	74505.050						
䪓			DQYR	木手卜口	74504.080						
䪔			DQIJB	木手戈十月	74506.080						
䪕			DQPFD	木手心火木	74507.100						
䪖			DQOAE	木手人日水	74508.050						
䪗			DQRSE	木手口尸水	74508.140						
䪘			DQAMO	木手日一人	74507.170						
䪙			DQIBI	木手戈月戈	74509.050						
䪚			DQASM	木手日尸一	74509.090						
䪛			DQHDW	木手竹木田	74511.050						
䪜			DQNCR	木手弓金口	74511.150						
䪝			DQTOE	木手廿人水	74512.010						
䪞			MKLSM	一大中尸一	74404.030						
䪤			LMHDW	中一竹木田	74405.090						
䪥			YCELM	卜金水中一	74405.140						
䪦			YAM	卜日一	74495.020						
䪧			YAPD	卜日心木	74495.040						
䪨			YAPI	卜日心戈	74495.030						
䪩			YAOIN	卜日人戈弓	74495.090						
䪫			YAMVM	卜日一女一	74496.150						
䪬			YAJBD	卜日十月木	74496.130						
䪭			YAYTA	卜日卜廿日	74497.090						
䪮			YAPUU	卜日心山山	74497.140						
䪯			FFBYA	火火月卜日	74498.010						
䪰			YAYTP	卜日卜廿心	74499.050						
䪱			SUMBC	尸山一月金	74359.030						
䪲			MUMBC	一山一月金	74357.020						
䪳			SKMBC	尸大一月金	74363.080						
䪴			LUMBC	中山一月金	74363.060						
䪵			MHMBC	一竹一月金	74360.040						
䪶			BMMBC	月一一月金	74364.150						
䪷			PRMBC	心口一月金	74365.080						
䪸			RPMBC	口心一月金	74366.060						
䪹			MMMBC	一一一月金	74364.060						
䪺			GIMBC	土戈一月金	74364.010						
䪻			ITMBC	戈廿一月金	74366.140						
䪼			UUMBC	山山一月金	74366.080						
䪽			RSMBC	口尸一月金	74364.160						
䪾			MCOHH	一金人竹竹	74365.030						
䪿			HWMBC	竹田一月金	74368.120						
䫀			AIMBC	日戈一月金	74371.040						
䫁			HUMBC	竹山一月金	74368.100						
䫂			NNMBC	弓弓一月金	74370.020						
䫃			MVMBC	一女一月金	74373.010						
䫄			CUMBC	金山一月金	74375.120						
䫅			JDMBC	十木一月金	74377.010						
䫆			ISMBC	戈尸一月金	74367.150						
䫇			HMMBC	竹一一月金	74375.070						
䫈			UNMBC	山弓一月金	74374.050						
䫉			BHMBC	月竹一月金	74375.110						
䫊			MRMBC	一口一月金	74373.020						
䫋			HVMBC	竹女一月金	74378.110						
䫌			HJMBC	竹十一月金	74378.140						
䫍			LYMBC	中卜一月金	74377.170						
䫎			EEEEC	水水水水金	74380.090						
䫏			TCMBC	廿金一月金	74377.090						(same as 魌) ugly
䫐			DDMC	木木一金	74377.100						
䫑			KRMBC	大口一月金	74377.140						
䫒			HAMBC	竹日一月金	74379.090						
䫓			YRMBC	卜口一月金	74380.010						
䫔			QKMBC	手大一月金	74382.090						
䫕			YBMBC	卜月一月金	74384.010						
䫖			TVMBC	廿女一月金	74380.120						
䫗			RSSEC	口尸尸水金	74384.070						
䫘			AVMBC	日女一月金	74382.020						
䫙			JDMBC	十木一月金	74380.101						
䫚			BBMBC	月月一月金	74382.040						
䫛			ONKC	人弓大金	74382.140						
䫜			UIMBC	山戈一月金	74382.080						
䫝			HAMBC	竹日一月金	74382.100						
䫞			TFMBC	廿火一月金	74387.030						
䫟			RCMBC	口金一月金	74385.140						
䫠			HRMBC	竹口一月金	74386.090						
䫡			TCMBC	廿金一月金	74386.070						
䫢			HUMBC	竹山一月金	74386.080						
䫣			BKMBC	月大一月金	74386.100						
䫤			BCMBC	月金一月金	74388.040						
䫥			HIMBC	竹戈一月金	74386.030						
䫦			GTMBC	土廿一月金	74385.010						
䫨			QSOKC	手尸人大金	74389.030						
䫩			IHMBC	戈竹一月金	74390.140						
䫪			KKMBC	大大一月金	74389.130						
䫫			LVMBC	中女一月金	74389.150						
䫬			MAMBC	一日一月金	74391.060						
䫭			LCMBC	中金一月金	74391.100						
䫮			SIMBC	尸戈一月金	74393.010						
䫰			MCFDQ	一金火木手	74392.080						
䫱			MBMBC	一月一月金	74391.030						
䫲			IPMBC	戈心一月金	74393.080						
䫳			WIMBC	田戈一月金	74394.060						
䫴			DFMBC	木火一月金	74393.030						
䫵			HSMBC	竹尸一月金	74396.120						
䫶			DKMBC	木大一月金	74396.050						
䫷			MRMBC	一口一月金	74396.130						
䫸			HNSH	竹弓尸竹	74481.040						
䫹			HNM	竹弓一	74481.050						
䫺			KIHNI	大戈竹弓戈	74482.030						
䫻			HNA	竹弓日	74482.070						
䫼			HNDK	竹弓木大	74482.160						
䫽			HNHQU	竹弓竹手山	74482.100						
䫾			HNPH	竹弓心竹	74484.010						
䫿			HNSHR	竹弓尸竹口	74484.070						
䬀			HNVIS	竹弓女戈尸	74484.100						
䬁			HNJP	竹弓十心	74483.110						
䬂			HNIV	竹弓戈女	74482.200						
䬃			HNYT	竹弓卜廿	74483.070						(same as 颯) the sound of wind
䬄			HNIHI	竹弓戈竹戈	74484.150						
䬅			HNKSS	竹弓大尸尸	74485.060						
䬆			HNHDN	竹弓竹木弓	74485.200						
䬇			CUHNI	金山竹弓戈	74485.250						
䬈			HNCRU	竹弓金口山	74485.240						
䬉			HNGLC	竹弓土中金	74485.090						
䬊			HNKOO	竹弓大人人	74485.140						
䬋			HNGCE	竹弓土金水	74486.070						
䬌			YUHNI	卜山竹弓戈	74486.180						
䬍			HNPHP	竹弓心竹心	74487.050						
䬎			HNIRM	竹弓戈口一	74486.110						
䬏			HNYTR	竹弓卜廿口	74487.090						
䬐			HNHDV	竹弓竹木女	74486.240						
䬑			HNWB	竹弓田月	74488.020						
䬒			HNJFE	竹弓十火水	74489.110						
䬓			HNYTA	竹弓卜廿日	74489.080						
䬔			HNOMN	竹弓人一弓	74489.040						
䬕			HNHNI	竹弓竹弓戈	74489.050						
䬖			HNHAG	竹弓竹日土	74488.080						
䬗			AHHNI	日竹竹弓戈	74488.010						
䬘			HNYRB	竹弓卜口月	74490.100						
䬙			HNBOU	竹弓月人山	74490.060						
䬛			HNWTJ	竹弓田廿十	74491.020						
䬝			HNTMC	竹弓廿一金	74491.130						
䬞			HNGNI	竹弓土弓戈	74493.030						
䬟			HNHCN	竹弓竹金弓	74493.070						
䬡			JANOO	十日弓人人	74513.070						
䬣			OION	人戈人弓	74442.100						
䬤			SOIV	尸人戈女	74442.170						
䬥			IPOIV	戈心人戈女	74442.040						
䬦			OIHNE	人戈竹弓水	74446.010						
䬧			OIMMU	人戈一一山	74443.060						
䬨			OIPKN	人戈心大弓	74445.090						
䬪			OIMF	人戈一火	74443.080						(same as 餺) a kind of cooked noodle
䬫			OIHPI	人戈竹心戈	74448.050						
䬬			OILBK	人戈中月大	74446.210						
䬮			OIVIO	人戈女戈人	74446.070						
䬯			OIYR	人戈卜口	74446.170						
䬰			OISHR	人戈尸竹口	74449.070						
䬱			OIDM	人戈木一	74446.150						
䬲			OIPR	人戈心口	74448.060						
䬳			OIFQ	人戈火手	74448.160						
䬴			OIDJ	人戈木十	74446.080						
䬵			OIYVO	人戈卜女人	74452.060						
䬶			OIAV	人戈日女	74453.040						
䬷			OININ	人戈弓戈弓	74451.140						
䬹			OIMIG	人戈一戈土	74450.090						
䬺			OITQ	人戈廿手	74452.070						
䬻			OIIQ	人戈戈手	74449.110						
䬼			OIRB	人戈口月	74455.080						
䬽			OICRU	人戈金口山	74457.010						
䬾			OICNH	人戈金弓竹	74457.060						
䬿			OISHU	人戈尸竹山	74457.100						
䭀			OIYNJ	人戈卜弓十	74457.090						
䭁			QLOIV	手中人戈女	74454.040						
䭂			OIRAU	人戈口日山	74455.100						
䭃			OIOIP	人戈人戈心	74460.130						
䭄			OIJLN	人戈十中弓	74458.110						
䭅			OIWJR	人戈田十口	74459.110						
䭆			SYOIV	尸卜人戈女	74458.090						
䭇			OIPGR	人戈心土口	74460.140						
䭈			OINKQ	人戈弓大手	74462.040						
䭉			OIKMB	人戈大一月	74463.170						
䭊			OITLK	人戈廿中大	74463.090						
䭋			OIORD	人戈人口木	74465.050						
䭌			JBOIV	十月人戈女	74463.130						
䭍			OIQMT	人戈手一廿	74463.030						
䭎			OIPTD	人戈心廿木	74463.100						
䭐			OITGP	人戈廿土心	74469.030						
䭑			OITXC	人戈廿難金	74469.040						
䭒			OIHUP	人戈竹山心	74468.040						
䭓			OIUMT	人戈山一廿	74467.170						
䭔			OIYHR	人戈卜竹口	74465.090						
䭕			JLOIV	十中人戈女	74470.050						
䭖			OIITF	人戈戈廿火	74471.020						
䭗			OIYTU	人戈卜廿山	74471.060						
䭘			OIAYF	人戈日卜火	74474.050						
䭙			OIMUA	人戈一山日	74473.120						
䭚			OIYTG	人戈卜廿土	74474.120						
䭛			OINJK	人戈弓十大	74472.050						
䭝			OIOMA	人戈人一日	74476.120						
䭞			OIWLJ	人戈田中十	74476.040						
䭟			OITPD	人戈廿心木	74475.080						
䭠			OIITC	人戈戈廿金	74476.150						
䭡			OIBMP	人戈月一心	74478.010						
䭢			OIJPN	人戈十心弓	74478.070						
䭣			OIYX	人戈卜難	74478.040						
䭤			OIYLR	人戈卜中口	74477.140						
䭥			OITOV	人戈廿人女	74478.130						
䭦			OITEI	人戈廿水戈	74479.020						
䭧			OIIDF	人戈戈木火	74479.060						
䭨			OIUOB	人戈山人月	74479.080						
䭩			OIIDY	人戈戈木卜	74479.130						
䭪			NVAMG	弓女日一土							
䭫			PATHU	心日廿竹山	74501.100						
䭬			PAVVU	心日女女山	74501.110						
䭭			TUMBC	廿山一月金	74502.020						
䭮			SHTHU	尸竹廿竹山	74502.060						
䭯			HAUU	竹日山山	74424.030						
䭰			HAQKQ	竹日手大手	74424.090						
䭱			HAFBF	竹日火月火	74424.140						
䭲			HAKMR	竹日大一口	74424.100						
䭳			HIHDA	竹戈竹木日	74426.030						
䭴			SFJ	尸火十	74539.060						
䭵			SFHNI	尸火竹弓戈	74542.030						
䭶			SFML	尸火一中	74541.030						
䭷			SFHQU	尸火竹手山	74544.020						
䭸			SFCK	尸火金大	74544.140						
䭹			SFHVL	尸火竹女中	74544.150						
䭺			SFYHN	尸火卜竹弓	74545.040						
䭻			SFCSH	尸火金尸竹	74544.110						
䭼			SFMML	尸火一一中	74543.020						
䭽			SFHQ	尸火竹手	74544.010						
䭾			SFIK	尸火戈大	74543.070						(same as U+99B1 馱) to carry (a load) on the back
䭿			SFHQO	尸火竹手人	74548.030						
䮀			SFPRU	尸火心口山	74549.080						
䮁			SFIT	尸火戈廿	74551.040						
䮂			SFIKK	尸火戈大大	74546.070						
䮄			SFYVI	尸火卜女戈	74549.110						
䮇			SFLQ	尸火中手	74556.040						
䮈			SFNIN	尸火弓戈弓	74555.020						
䮉			SFOHV	尸火人竹女	74554.030						
䮊			SFKN	尸火大弓	74552.180						
䮋			SFMNN	尸火一弓弓	74552.160						
䮍			SFYHV	尸火卜竹女							
䮎			SFKKB	尸火大大月	74558.100						
䮏			SFMMR	尸火一一口	74556.160						
䮑			SFBDI	尸火月木戈	74558.080						
䮒			SFIJB	尸火戈十月	74556.140						
䮓			SFYAJ	尸火卜日十	74561.040						
䮔			SFHJM	尸火竹十一	74562.020						
䮕			SFEEE	尸火水水水	74564.040						
䮖			SFAA	尸火日日	74561.090						
䮗			SFUMJ	尸火山一十	74561.120						
䮘			SFHXU	尸火竹難山	74562.050						
䮙			SFIRM	尸火戈口一	74560.060						
䮚			SFGCE	尸火土金水	74559.090						
䮛			SFNLI	尸火弓中戈	74559.040						
䮜			SFPTD	尸火心廿木	74564.090						
䮝			SFBJJ	尸火月十十	74566.140						
䮞			SFQKA	尸火手大日	74564.060						
䮟			SFJFE	尸火十火水	74566.120						
䮠			SFMRW	尸火一口田	74564.130						
䮡			SFOAE	尸火人日水	74565.150						
䮢			SFHJX	尸火竹十難	74564.070						
䮤			SFOBG	尸火人月土	74573.030						
䮥			SFMRB	尸火一口月	74570.010						
䮧			JJOSF	十十人尸火	74569.140						
䮨			SFJYJ	尸火十卜十	74572.090						
䮩			SFBBB	尸火月月月	74570.070						
䮪			SFNQD	尸火弓手木	74571.040						
䮫			SFLLV	尸火中中女	74575.010						
䮬			SFTAK	尸火廿日大	74573.130						
䮭			SFBBU	尸火月月山	74575.090						
䮮			SFJON	尸火十人弓	74574.070						
䮯			SFQSK	尸火手尸大	74573.100						
䮰			SFYCB	尸火卜金月	74575.160						
䮱			SFYMO	尸火卜一人	74574.090						
䮲			SFTMC	尸火廿一金	74576.030						
䮳			SFHDW	尸火竹木田	74578.040						
䮴			SFNOT	尸火弓人廿	74579.030						
䮵			SFYTG	尸火卜廿土	74578.080						
䮷			SFWLI	尸火田中戈	74580.030						
䮸			HBSQF	竹月尸手火	74580.050						
䮹			SFYMH	尸火卜一竹	74579.140						
䮺			SFYX	尸火卜難	74582.080						
䮻			SFGNI	尸火土弓戈	74581.110						
䮼			SFFFQ	尸火火火手	74582.090						
䮽			SFIPF	尸火戈心火	74582.210						
䮾			SFYBP	尸火卜月心	74583.100						
䮿			SFJTO	尸火十廿人	74584.090						
䯀			SFSJJ	尸火尸十十	74584.100						
䯁			SFYNQ	尸火卜弓手	74585.060						
䯂			SFSFD	尸火尸火木	74585.120						
䯄			NMROB	弓一口人月							a piebald horse
䯅			NMSJE	弓一尸十水							
䯆			BBU	月月山	74406.020						
䯇			BBKS	月月大尸	74407.020						
䯈			BBMMU	月月一一山	74407.160						
䯉			BBNO	月月弓人	74408.100						
䯊			BBMNR	月月一弓口	74409.030						
䯋			BBIKK	月月戈大大	74409.040						
䯌			BBSKN	月月尸大弓	74410.050						
䯍			BBOII	月月人戈戈	74409.150						
䯎			BBOMJ	月月人一十	74409.140						
䯏			BBHJR	月月竹十口	74411.040						
䯐			BBOBO	月月人月人	74411.020						
䯑			BBFMU	月月火一山	74410.160						
䯒			BBHON	月月竹人弓	74411.070						
䯓			BBGG	月月土土	74410.100						
䯔			BBJHP	月月十竹心	74412.030						
䯕			BBNKG	月月弓大土	74411.030						
䯖			BBIAV	月月戈日女	74413.020						
䯗			BBPPG	月月心心土	74412.100						
䯘			BBJMU	月月十一山	74413.030						
䯙			BBIJB	月月戈十月	74412.060						
䯚			BBVIB	月月女戈月	74413.050						
䯛			BBJNU	月月十弓山	74414.100						
䯜			BBAPH	月月日心竹	74413.110						
䯝			BBKMB	月月大一月	74414.150						(same as 髓) marrow
䯞			BBBBR	月月月月口	74415.020						
䯟			BBTPO	月月廿心人	74415.090						
䯠			BBWOT	月月田人廿	74416.100						
䯡			BBTXC	月月廿難金	74416.140						
䯢			IDBBB	戈木月月月	74417.120						
䯣			BBLMC	月月中一金	74418.090						
䯤			BBOMA	月月人一日	74420.020						
䯥			BBAVF	月月日女火	74420.110						
䯦			BBTWI	月月廿田戈	74421.050						
䯧			YRBB	卜口月月	10290.050						
䯨			YBK	卜月大	74594.020						
䯪			YBMBC	卜月一月金	74595.020						
䯫			AFYRB	日火卜口月	74595.070						
䯬			YJRRJ	卜十口口十	10294.230						
䯭			SHE	尸竹水	74518.070						
䯮			SHNHS	尸竹弓竹尸	74518.050						
䯯			SHFH	尸竹火竹	74519.100						
䯰			SHOLL	尸竹人中中	74520.020						
䯱			SHMF	尸竹一火	74519.060						
䯲			SHAU	尸竹日山	74521.010						
䯳			SHCI	尸竹金戈	74520.050						
䯴			SHHNE	尸竹竹弓水	74520.070						
䯵			SHJT	尸竹十廿	74521.060						
䯶			SHBM	尸竹月一	74522.010						
䯷			SHIJ	尸竹戈十	74523.080						
䯸			SHIMO	尸竹戈一人	74525.010						
䯹			SHSME	尸竹尸一水	74527.020						
䯺			SHHPR	尸竹竹心口	74526.090						
䯼			SHKHF	尸竹大竹火	74526.100						
䯽			SHYTR	尸竹卜廿口	74528.130						
䯾			SHBQR	尸竹月手口	74528.090						
䯿			SHYOJ	尸竹卜人十	74528.120						
䰀			SHHDV	尸竹竹木女	74528.030						
䰁			SHVNE	尸竹女弓水	74529.070						
䰂			SHBD	尸竹月木	74528.060						
䰃			SHTTC	尸竹廿廿金	74531.040						
䰄			SHWP	尸竹田心	74530.120						
䰆			SHNHD	尸竹弓竹木	74531.090						
䰇			SHJKA	尸竹十大日	74529.100						
䰈			SHTQM	尸竹廿手一	74533.030						
䰉			SHHYE	尸竹竹卜水	74532.110						
䰊			SHIBI	尸竹戈月戈	74532.050						
䰋			SHAJV	尸竹日十女	74532.080						
䰌			SHHOO	尸竹竹人人	74534.130						
䰍			SHDOE	尸竹木人水	74533.160						
䰎			SHLMC	尸竹中一金	74535.060						
䰏			SHJIG	尸竹十戈土	74536.150						
䰐			SHSIT	尸竹尸戈廿	74536.190						
䰒			SHTBO	尸竹廿月人	74536.170						
䰓			SHHUS	尸竹竹山尸	74537.130						
䰔			SHHET	尸竹竹水廿	74537.140						
䰕			SHYPT	尸竹卜心廿	74538.040						
䰖			SHHUC	尸竹竹山金	74538.160						
䰘			LNSMH	中弓尸一竹	74516.110						
䰙			MBJE	一月十水	74587.040						
䰚			MBYK	一月卜大	74588.030						
䰛			MBMVN	一月一女弓	74588.020						
